#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-04-16T12:48:33 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-16T12:48:33	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJS/180/54/table4	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_21800054
#Name: J/ApJS/180/54
#Title: Globular cluster candidates in ACS Virgo survey. (Jordan+, 2009)
#INFO	ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/180/54	    IVOID of underlying data collection
#INFO	creator=Jordan A.	    First author or institution
#INFO	cites=bibcode:2009ApJS..180...54J	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2009	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/180/54	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21800054	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-07-15	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_180_54_table4:
#Name: J/ApJS/180/54/table4
#Title: Photometric and structural catalog of sources
#Column	VCC	(I4)	Virgo Cluster Catalog number (1)	[ucd=meta.id.parent]
#Column	RAJ2000	(F11.7)	Right Ascension in decimal degrees (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination in decimal degrees (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	GDist	(F7.3)	Galactocentric distance	[ucd=pos.angDistance]
#Column	zmag	(F6.3)	Model HST/ACS F850LP band magnitude (3)	[ucd=phot.mag;em.opt.I]
#Column	zamag	(F6.3)	Average HST/ACS F850LP band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.I]
#Column	gmag	(F6.3)	Model HST/ACS F475W band magnitude (3)	[ucd=phot.mag;em.opt.B]
#Column	gamag	(F6.3)	Average HST/ACS F475W band correction aperture magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	rhz	(F7.4)	Best-fit HST/ACS F850LP band half-light radius	[ucd=phys.angSize;src]
#Column	rhg	(F7.4)	Best-fit HST/ACS F475W band half-light radius	[ucd=phys.angSize;src]
#Column	pGC	(F5.2)	Probability source is a Globular Cluster (5)	[ucd=stat.fit.goodness]
#Column	E(B-V)	(F6.3)	Foreground E(B-V) assumed (6)	[ucd=phot.color.excess]
VCC	RAJ2000	DEJ2000	GDist	zmag	zamag	gmag	gamag	rhz	rhg	pGC	E(B-V)
1632	188.9111595	+12.5523028	 21.284	20.038	19.996	21.064	21.034	 0.0365	 0.0402	 1.00	 0.041
1632	188.9109511	+12.5524786	 21.495	22.987	22.962	23.890	23.844	 0.0300	 0.0378	 1.00	 0.041
1632	188.9221326	+12.5552699	 21.766	24.254	24.190	25.222	25.246	 0.0080	 0.0419	 0.96	 0.041
1632	188.9116528	+12.5602809	 21.901	22.044	21.975	23.055	23.008	 0.0222	 0.0276	 1.00	 0.041
1632	188.9120769	+12.5509519	 22.437	22.035	22.003	23.509	23.466	 0.0293	 0.0340	 1.00	 0.041
1632	188.9097435	+12.5545064	 22.443	21.374	21.329	22.546	22.526	 0.0275	 0.0339	 1.00	 0.041
1632	188.9126597	+12.5504985	 22.639	22.038	21.989	23.462	23.416	 0.0225	 0.0335	 1.00	 0.041
1632	188.9154490	+12.5496193	 22.652	21.182	21.123	22.527	22.481	 0.0258	 0.0316	 1.00	 0.041
1632	188.9106608	+12.5522889	 22.716	19.452	19.472	20.636	20.661	 0.0403	 0.0389	 1.00	 0.041
1632	188.9161816	+12.5622661	 22.959	21.830	21.765	23.156	23.113	 0.0220	 0.0266	 1.00	 0.041
1632	188.9095929	+12.5541376	 23.278	21.436	21.418	22.215	22.236	 0.0296	 0.0412	 1.00	 0.041
1632	188.9100738	+12.5593088	 24.109	24.078	24.012	25.750	25.702	 0.0305	 0.0233	 0.98	 0.041
1632	188.9227586	+12.5546925	 24.247	22.734	22.722	24.010	24.048	 0.0326	 0.0434	 1.00	 0.041
1632	188.9178483	+12.5623724	 24.255	24.234	24.179	25.291	25.258	 0.0178	 0.0069	 0.66	 0.041
1632	188.9171770	+12.5625257	 24.257	19.381	19.424	20.586	20.605	 0.0479	 0.0450	 1.00	 0.041
1632	188.9096453	+12.5530893	 24.411	22.908	23.267	24.548	24.548	 0.1120	 0.0358	 0.70	 0.041
1632	188.9107844	+12.5511958	 24.849	21.122	21.106	22.443	22.423	 0.0320	 0.0360	 1.00	 0.041
1632	188.9164244	+12.5628259	 25.015	19.887	19.864	21.320	21.302	 0.0317	 0.0300	 1.00	 0.041
1632	188.9135245	+12.5624605	 25.165	20.762	20.707	22.186	22.145	 0.0219	 0.0206	 1.00	 0.041
1632	188.9118316	+12.5501411	 25.309	22.418	22.383	23.529	23.544	 0.0357	 0.0389	 1.00	 0.041
1632	188.9161823	+12.5487425	 25.744	22.002	21.955	23.411	23.381	 0.0246	 0.0350	 1.00	 0.041
1632	188.9087107	+12.5573207	 26.000	22.171	22.121	23.614	23.569	 0.0293	 0.0280	 1.00	 0.041
1632	188.9225427	+12.5523141	 26.435	23.262	23.195	24.371	24.384	 0.0185	 0.0377	 0.99	 0.041
1632	188.9084039	+12.5554041	 26.637	21.286	21.241	22.828	22.787	 0.0235	 0.0276	 1.00	 0.041
1632	188.9151466	+12.5485304	 26.660	22.342	22.285	23.879	23.837	 0.0182	 0.0296	 1.00	 0.041
1632	188.9218254	+12.5510522	 26.955	19.817	19.745	21.189	21.141	 0.0199	 0.0237	 1.00	 0.041
1632	188.9085069	+12.5578731	 27.166	23.994	23.980	24.970	24.954	 0.0585	 0.0268	 0.87	 0.041
1632	188.9096031	+12.5515864	 27.228	21.126	21.163	22.063	22.089	 0.0500	 0.0547	 1.00	 0.041
1632	188.9229751	+12.5523177	 27.787	22.458	22.413	23.614	23.587	 0.0287	 0.0339	 1.00	 0.041
1632	188.9108723	+12.5618087	 27.834	22.243	22.188	23.710	23.667	 0.0259	 0.0267	 1.00	 0.041
1632	188.9101420	+12.5506174	 27.918	22.701	22.673	23.818	23.779	 0.0412	 0.0390	 1.00	 0.041
1632	188.9080677	+12.5550500	 27.924	24.122	24.084	25.646	25.618	 0.0246	 0.0147	 0.92	 0.041
1632	188.9079146	+12.5556762	 28.319	21.417	21.366	22.691	22.684	 0.0216	 0.0237	 1.00	 0.041
1632	188.9224680	+12.5606868	 28.623	22.452	22.395	23.442	23.395	 0.0243	 0.0285	 1.00	 0.041
1632	188.9237685	+12.5583355	 28.793	21.505	21.476	22.725	22.701	 0.0302	 0.0267	 1.00	 0.041
1632	188.9239905	+12.5576962	 28.917	24.206	24.160	25.625	25.581	 0.0243	 0.0089	 0.85	 0.041
1632	188.9213844	+12.5497908	 29.059	24.250	24.195	25.370	25.323	 0.0383	 0.0220	 0.96	 0.041
1632	188.9132561	+12.5637372	 29.797	22.969	22.914	24.547	24.523	 0.0158	 0.0113	 0.85	 0.041
1632	188.9195134	+12.5483667	 29.818	20.388	20.354	21.542	21.532	 0.0295	 0.0330	 1.00	 0.041
1632	188.9103965	+12.5496489	 29.823	21.732	21.698	22.945	22.917	 0.0268	 0.0301	 1.00	 0.041
1632	188.9101224	+12.5498746	 29.865	21.897	21.881	23.474	23.430	 0.0208	 0.0339	 1.00	 0.041
1632	188.9233073	+12.5603564	 30.387	22.434	22.604	23.167	23.389	 0.0833	 0.0864	 0.70	 0.041
1632	188.9231698	+12.5605798	 30.410	22.653	22.613	23.770	23.734	 0.0301	 0.0355	 1.00	 0.041
1632	188.9094693	+12.5502538	 30.557	19.648	19.610	20.982	20.956	 0.0321	 0.0377	 1.00	 0.041
1632	188.9174065	+12.5474816	 30.695	22.530	22.502	23.725	23.703	 0.0296	 0.0292	 1.00	 0.041
1632	188.9143977	+12.5643128	 30.816	22.498	22.474	23.970	23.955	 0.0290	 0.0295	 1.00	 0.041
1632	188.9151900	+12.5472934	 31.070	24.292	24.243	25.515	25.464	 0.0229	 0.0142	 0.89	 0.041
1632	188.9221020	+12.5494906	 31.544	20.462	20.453	21.568	21.563	 0.0653	 0.0676	 1.00	 0.041
1632	188.9079253	+12.5519116	 31.708	21.894	21.982	23.550	23.627	 0.0355	 0.0345	 1.00	 0.041
1632	188.9120327	+12.5477950	 32.263	23.809	23.766	25.155	25.118	 0.0439	 0.0362	 0.93	 0.041
1632	188.9067874	+12.5557219	 32.266	23.926	23.904	25.017	25.150	 0.0281	 0.0580	 0.88	 0.041
1632	188.9099101	+12.5491121	 32.402	22.910	22.849	23.983	23.936	 0.0332	 0.0298	 1.00	 0.041
1632	188.9167781	+12.5468731	 32.592	21.584	21.563	22.693	22.718	 0.0306	 0.0383	 1.00	 0.041
1632	188.9225333	+12.5623448	 32.745	21.777	21.716	23.132	23.094	 0.0267	 0.0234	 1.00	 0.041
1632	188.9230383	+12.5619380	 33.038	24.433	24.364	25.081	25.077	 0.0246	 0.0252	 0.94	 0.041
1632	188.9151471	+12.5467388	 33.075	21.193	21.134	22.364	22.323	 0.0259	 0.0262	 1.00	 0.041
1632	188.9107672	+12.5636429	 33.346	21.836	21.772	23.187	23.139	 0.0230	 0.0256	 1.00	 0.041
1632	188.9253104	+12.5541727	 33.415	23.776	23.727	24.836	24.805	 0.0310	 0.0218	 0.99	 0.041
1632	188.9130547	+12.5469587	 33.760	23.261	23.235	23.945	23.957	 0.0341	 0.0404	 0.98	 0.041
1632	188.9255820	+12.5557473	 33.781	21.112	21.073	22.556	22.528	 0.0271	 0.0263	 1.00	 0.041
1632	188.9199809	+12.5473430	 33.846	21.071	21.066	22.023	22.019	 0.0352	 0.0368	 1.00	 0.041
1632	188.9097124	+12.5630410	 33.859	21.317	21.310	22.927	22.909	 0.0431	 0.0377	 1.00	 0.041
1632	188.9187947	+12.5468639	 33.977	21.727	21.833	23.173	23.258	 0.0317	 0.0376	 1.00	 0.041
1632	188.9256120	+12.5546231	 34.186	22.828	22.777	23.749	23.702	 0.0151	 0.0239	 1.00	 0.041
1632	188.9178761	+12.5465373	 34.338	24.156	24.131	25.554	25.543	 0.0290	 0.0126	 0.94	 0.041
1632	188.9215839	+12.5637600	 34.518	20.215	20.219	21.148	21.149	 0.0487	 0.0483	 1.00	 0.041
1632	188.9222879	+12.5484947	 34.678	21.111	21.078	22.231	22.209	 0.0287	 0.0333	 1.00	 0.041
1632	188.9152356	+12.5654967	 34.684	22.661	22.621	23.662	23.651	 0.0344	 0.0339	 1.00	 0.041
1632	188.9067825	+12.5520706	 35.102	22.590	22.540	23.941	23.912	 0.0291	 0.0282	 1.00	 0.041
1632	188.9173870	+12.5656419	 35.449	21.257	21.206	22.696	22.669	 0.0153	 0.0130	 0.83	 0.041
1632	188.9134465	+12.5463434	 35.489	23.379	23.372	25.242	25.203	 0.0435	 0.0317	 0.98	 0.041
1632	188.9216600	+12.5477410	 35.504	21.127	21.087	22.276	22.254	 0.0272	 0.0307	 1.00	 0.041
1632	188.9073006	+12.5611131	 35.798	22.950	22.893	24.301	24.259	 0.0310	 0.0343	 1.00	 0.041
1632	188.9073485	+12.5613400	 36.093	22.865	22.813	23.869	23.837	 0.0297	 0.0271	 1.00	 0.041
1632	188.9094258	+12.5481041	 36.253	23.653	23.587	24.603	24.555	 0.0206	 0.0194	 0.96	 0.041
1632	188.9058040	+12.5540217	 36.361	24.684	24.628	25.290	25.258	 0.0363	 0.0235	 0.91	 0.041
1632	188.9261277	+12.5534776	 36.735	21.423	21.401	22.358	22.347	 0.0452	 0.0435	 1.00	 0.041
1632	188.9263771	+12.5568156	 36.737	23.490	23.438	24.846	24.802	 0.0211	 0.0264	 0.99	 0.041
1632	188.9087665	+12.5484574	 36.841	20.580	20.561	21.811	21.801	 0.0385	 0.0423	 1.00	 0.041
1632	188.9150270	+12.5660963	 36.884	21.592	21.543	22.540	22.510	 0.0313	 0.0258	 1.00	 0.041
1632	188.9077400	+12.5494950	 36.979	20.301	20.272	21.462	21.430	 0.0295	 0.0345	 1.00	 0.041
1632	188.9163950	+12.5661983	 37.135	23.906	23.862	25.449	25.404	 0.0358	 0.0272	 0.97	 0.041
1632	188.9181686	+12.5457327	 37.378	23.235	23.177	24.022	23.983	 0.0356	 0.0346	 0.99	 0.041
1632	188.9253742	+12.5507399	 37.898	23.865	23.823	25.038	25.031	 0.0511	 0.0600	 0.72	 0.041
1632	188.9099593	+12.5647155	 38.143	23.371	23.302	24.733	24.700	 0.0263	 0.0215	 0.99	 0.041
1632	188.9194581	+12.5659836	 38.336	23.398	23.349	24.420	24.407	 0.0297	 0.0133	 0.98	 0.041
1632	188.9083053	+12.5635844	 38.641	23.366	23.301	24.920	24.872	 0.0295	 0.0218	 0.99	 0.041
1632	188.9080801	+12.5633844	 38.684	20.843	20.800	22.047	22.039	 0.0354	 0.0316	 1.00	 0.041
1632	188.9208249	+12.5462204	 38.748	18.921	19.043	20.308	20.481	 0.0206	 0.0262	 1.00	 0.041
1632	188.9167359	+12.5451514	 38.762	22.168	22.118	23.114	23.067	 0.0184	 0.0272	 1.00	 0.041
1632	188.9252022	+12.5618884	 38.975	21.518	21.483	22.545	22.525	 0.0267	 0.0312	 1.00	 0.041
1632	188.9209641	+12.5655642	 38.994	23.945	23.880	24.946	24.902	 0.0211	 0.0359	 0.98	 0.041
1632	188.9224024	+12.5470597	 39.008	23.336	23.283	24.519	24.476	 0.0122	 0.0313	 0.98	 0.041
1632	188.9250954	+12.5497073	 39.048	22.091	22.051	22.959	22.929	 0.0489	 0.0460	 1.00	 0.041
1632	188.9189616	+12.5454174	 39.139	22.969	22.926	24.785	24.750	 0.0275	 0.0353	 1.00	 0.041
1632	188.9225195	+12.5470961	 39.159	22.567	22.541	23.897	23.890	 0.0319	 0.0310	 1.00	 0.041
1632	188.9270033	+12.5580522	 39.557	19.554	19.513	20.938	20.904	 0.0250	 0.0303	 1.00	 0.041
1632	188.9156227	+12.5668747	 39.559	21.501	21.519	22.821	22.799	 0.0397	 0.0315	 1.00	 0.041
1632	188.9214332	+12.5462747	 39.595	21.660	21.602	23.099	23.069	 0.0214	 0.0228	 1.00	 0.041
1632	188.9058328	+12.5506559	 40.325	23.307	23.261	24.411	24.454	 0.0290	 0.0447	 0.98	 0.041
1632	188.9181669	+12.5669654	 40.610	24.432	24.368	25.683	25.632	 0.0288	 0.0148	 0.93	 0.041
1632	188.9222820	+12.5464052	 40.714	21.482	21.431	22.803	22.772	 0.0291	 0.0310	 1.00	 0.041
1632	188.9046613	+12.5531424	 40.962	19.972	19.949	21.054	21.080	 0.0394	 0.0458	 1.00	 0.041
1632	188.9262496	+12.5505038	 40.994	22.845	22.830	24.262	24.233	 0.0344	 0.0291	 1.00	 0.041
1632	188.9158930	+12.5673001	 41.065	22.378	22.308	23.751	23.715	 0.0155	 0.0109	 0.83	 0.041
1632	188.9257782	+12.5496188	 41.197	21.517	21.457	22.898	22.861	 0.0218	 0.0218	 1.00	 0.041
1632	188.9248540	+12.5483347	 41.406	25.023	24.972	26.104	26.062	 0.0416	 0.0192	 0.87	 0.041
1632	188.9120470	+12.5448637	 42.028	23.457	23.385	24.102	24.055	 0.0155	 0.0187	 0.94	 0.041
1632	188.9136656	+12.5674652	 42.442	20.574	20.558	21.509	21.496	 0.0330	 0.0301	 1.00	 0.041
1632	188.9221609	+12.5660333	 42.498	20.774	20.747	21.809	21.794	 0.0327	 0.0334	 1.00	 0.041
1632	188.9202423	+12.5670153	 42.745	21.668	21.749	23.052	23.108	 0.0205	 0.0233	 1.00	 0.041
1632	188.9089787	+12.5657177	 43.072	21.400	21.400	22.382	22.470	 0.0345	 0.0260	 1.00	 0.041
1632	188.9110093	+12.5668628	 43.174	21.113	21.078	22.202	22.168	 0.0296	 0.0277	 1.00	 0.041
1632	188.9229727	+12.5658346	 43.440	24.014	23.955	25.420	25.372	 0.0345	 0.0294	 0.97	 0.041
1632	188.9036076	+12.5554808	 43.463	23.691	23.624	25.101	25.101	 0.0227	 0.0156	 0.95	 0.041
1632	188.9280997	+12.5535359	 43.467	23.118	23.079	24.437	24.447	 0.0258	 0.0335	 0.99	 0.041
1632	188.9251232	+12.5476551	 43.747	24.326	24.356	25.886	25.852	 0.0414	 0.0450	 0.80	 0.041
1632	188.9262990	+12.5489051	 44.155	25.074	25.024	26.016	25.979	 0.0350	 0.0328	 0.84	 0.041
1632	188.9273070	+12.5505837	 44.194	19.828	19.860	21.078	21.112	 0.0412	 0.0381	 1.00	 0.041
1632	188.9046290	+12.5504655	 44.397	23.599	23.532	24.811	24.779	 0.0261	 0.0334	 0.99	 0.041
1632	188.9142901	+12.5435490	 44.826	22.877	22.810	24.327	24.299	 0.0165	 0.0259	 1.00	 0.041
1632	188.9042067	+12.5607781	 44.915	23.281	23.206	24.505	24.459	 0.0224	 0.0240	 0.99	 0.041
1632	188.9035672	+12.5589821	 44.968	20.874	20.829	21.927	21.894	 0.0249	 0.0234	 1.00	 0.041
1632	188.9181826	+12.5682311	 45.095	22.132	22.079	23.618	23.570	 0.0186	 0.0251	 1.00	 0.041
1632	188.9161402	+12.5433408	 45.187	22.623	22.567	23.637	23.592	 0.0261	 0.0281	 1.00	 0.041
1632	188.9176939	+12.5430556	 46.611	22.339	22.277	23.090	23.069	 0.0265	 0.0325	 1.00	 0.041
1632	188.9191463	+12.5684846	 46.680	23.558	23.500	24.723	24.695	 0.0320	 0.0258	 0.99	 0.041
1632	188.9113917	+12.5437078	 46.725	21.808	21.751	23.008	22.964	 0.0282	 0.0307	 1.00	 0.041
1632	188.9266645	+12.5478562	 47.425	23.927	23.886	25.215	25.190	 0.0195	 0.0238	 0.96	 0.041
1632	188.9046892	+12.5482560	 48.252	22.508	22.457	24.125	24.084	 0.0373	 0.0411	 1.00	 0.041
1632	188.9031814	+12.5508914	 48.417	21.651	21.659	23.060	23.058	 0.0394	 0.0434	 1.00	 0.041
1632	188.9047407	+12.5637334	 48.516	23.452	23.388	24.363	24.333	 0.0240	 0.0383	 0.99	 0.041
1632	188.9090580	+12.5675705	 48.552	22.720	22.887	23.926	23.957	 0.0782	 0.0501	 0.92	 0.041
1632	188.9182602	+12.5425923	 48.553	22.299	22.267	23.798	23.772	 0.0290	 0.0252	 1.00	 0.041
1632	188.9027701	+12.5599014	 48.583	22.892	22.951	24.412	24.388	 0.0570	 0.0548	 0.96	 0.041
1632	188.9058248	+12.5651563	 48.812	22.658	22.596	24.094	24.051	 0.0233	 0.0224	 1.00	 0.041
1632	188.9065091	+12.5660129	 49.318	22.623	22.584	24.008	23.969	 0.0253	 0.0297	 1.00	 0.041
1632	188.9051234	+12.5647051	 49.585	22.310	22.297	23.668	23.675	 0.0353	 0.0364	 1.00	 0.041
1632	188.9208835	+12.5428311	 50.094	23.469	23.408	24.702	24.671	 0.0343	 0.0415	 0.98	 0.041
1632	188.9262821	+12.5461555	 50.411	21.729	21.671	22.956	22.924	 0.0239	 0.0208	 1.00	 0.041
1632	188.9045079	+12.5473535	 50.681	22.812	22.771	24.159	24.117	 0.0339	 0.0350	 1.00	 0.041
1632	188.9014428	+12.5557195	 51.067	23.022	23.034	23.857	23.875	 0.0408	 0.0473	 0.97	 0.041
1632	188.9016877	+12.5531624	 51.143	22.390	22.328	23.880	23.835	 0.0234	 0.0251	 1.00	 0.041
1632	188.9137080	+12.5417164	 51.650	20.483	20.454	21.588	21.570	 0.0307	 0.0296	 1.00	 0.041
1632	188.9085660	+12.5684226	 52.083	23.402	23.332	24.647	24.619	 0.0267	 0.0229	 0.99	 0.041
1632	188.9306954	+12.5578660	 52.243	21.984	21.935	22.969	22.935	 0.0267	 0.0275	 1.00	 0.041
1632	188.9092419	+12.5688962	 52.443	22.440	22.399	23.747	23.713	 0.0241	 0.0334	 1.00	 0.041
1632	188.9019910	+12.5504490	 52.899	23.323	23.256	24.715	24.669	 0.0201	 0.0165	 0.96	 0.041
1632	188.9026011	+12.5626750	 52.960	24.457	24.414	25.517	25.487	 0.0368	 0.0467	 0.80	 0.041
1632	188.9196781	+12.5702020	 53.136	23.637	23.582	25.035	24.988	 0.0214	 0.0196	 0.97	 0.041
1632	188.9310155	+12.5541652	 53.246	21.765	21.710	22.604	22.567	 0.0272	 0.0261	 1.00	 0.041
1632	188.9269118	+12.5456281	 53.338	23.232	23.254	24.136	24.124	 0.0417	 0.0292	 0.99	 0.041
1632	188.9229069	+12.5426860	 53.423	21.337	21.357	22.873	22.882	 0.0395	 0.0422	 1.00	 0.041
1632	188.9132406	+12.5705480	 53.631	21.525	21.461	22.904	22.858	 0.0132	 0.0192	 0.91	 0.041
1632	188.9016991	+12.5504812	 53.808	21.360	21.352	22.333	22.332	 0.0354	 0.0359	 1.00	 0.041
1632	188.9301791	+12.5618969	 54.428	23.181	23.125	24.750	24.702	 0.0240	 0.0259	 0.99	 0.041
1632	188.9283728	+12.5463788	 55.428	22.700	22.643	24.207	24.181	 0.0224	 0.0176	 1.00	 0.041
1632	188.9248312	+12.5686702	 55.543	22.253	22.231	23.057	23.064	 0.0315	 0.0363	 1.00	 0.041
1632	188.9015618	+12.5623101	 55.673	22.651	22.602	24.111	24.072	 0.0306	 0.0264	 1.00	 0.041
1632	188.9318089	+12.5565480	 55.719	21.832	21.811	23.102	23.089	 0.0272	 0.0257	 1.00	 0.041
1632	188.9109964	+12.5411928	 55.733	23.343	23.303	24.683	24.648	 0.0258	 0.0199	 0.99	 0.041
1632	188.9031952	+12.5466666	 55.855	23.066	23.009	24.249	24.217	 0.0235	 0.0289	 0.99	 0.041
1632	188.9103069	+12.5704117	 55.926	22.907	22.913	24.325	24.305	 0.0383	 0.0292	 1.00	 0.041
1632	188.9086304	+12.5419693	 56.372	23.595	23.659	25.284	25.317	 0.0593	 0.0416	 0.89	 0.041
1632	188.9079747	+12.5694843	 56.426	24.090	24.059	25.462	25.419	 0.0070	 0.0272	 0.87	 0.041
1632	188.9001941	+12.5588269	 56.431	20.506	20.468	21.636	21.621	 0.0288	 0.0284	 1.00	 0.041
1632	188.9013081	+12.5628943	 57.352	24.394	24.382	25.409	25.410	 0.0291	 0.0334	 0.94	 0.041
1632	188.9273674	+12.5674495	 57.755	22.936	22.880	24.256	24.213	 0.0171	 0.0211	 0.97	 0.041
1632	188.9227422	+12.5705124	 57.761	22.459	22.463	23.303	23.317	 0.0379	 0.0383	 1.00	 0.041
1632	188.8996292	+12.5577417	 57.806	22.445	22.416	23.492	23.454	 0.0330	 0.0340	 1.00	 0.041
1632	188.9270360	+12.5439651	 57.936	25.066	25.002	25.968	25.939	 0.0378	 0.0095	 0.88	 0.041
1632	188.9235690	+12.5701769	 57.949	20.483	20.486	21.555	21.568	 0.0402	 0.0408	 1.00	 0.041
1632	188.9127851	+12.5717904	 58.320	19.964	19.967	20.905	20.900	 0.0499	 0.0489	 1.00	 0.041
1632	188.9094836	+12.5409454	 58.432	22.228	22.208	23.183	23.187	 0.0333	 0.0362	 1.00	 0.041
1632	188.9235802	+12.5414568	 58.440	21.492	21.484	22.331	22.336	 0.0407	 0.0361	 1.00	 0.041
1632	188.9010733	+12.5631442	 58.505	20.471	20.440	21.958	21.936	 0.0310	 0.0274	 1.00	 0.041
1632	188.9101589	+12.5406077	 58.684	21.501	21.461	22.976	22.934	 0.0257	 0.0301	 1.00	 0.041
1632	188.9057798	+12.5429022	 58.888	21.520	21.523	22.533	22.559	 0.0387	 0.0411	 1.00	 0.041
1632	188.8991842	+12.5568627	 59.094	20.685	20.666	22.035	22.019	 0.0316	 0.0314	 1.00	 0.041
1632	188.9103722	+12.5713718	 59.097	21.761	21.783	22.726	22.716	 0.0434	 0.0407	 1.00	 0.041
1632	188.9282991	+12.5670983	 59.221	22.607	22.689	23.787	23.922	 0.0604	 0.0658	 0.94	 0.041
1632	188.9115012	+12.5718468	 59.540	20.627	20.594	22.169	22.147	 0.0297	 0.0306	 1.00	 0.041
1632	188.9047407	+12.5682993	 59.594	20.285	20.289	21.343	21.340	 0.0385	 0.0354	 1.00	 0.041
1632	188.9174490	+12.5393099	 59.913	22.849	22.802	23.700	23.670	 0.0264	 0.0237	 1.00	 0.041
1632	188.9007706	+12.5635108	 60.055	24.181	24.109	25.446	25.404	 0.0153	 0.0165	 0.83	 0.041
1632	188.9281686	+12.5440928	 60.359	25.146	25.085	25.992	25.959	 0.0315	 0.0325	 0.85	 0.041
1632	188.9323266	+12.5612615	 60.651	24.118	24.054	25.473	25.429	 0.0218	 0.0258	 0.97	 0.041
1632	188.9082179	+12.5710569	 61.029	23.931	24.052	24.711	24.721	 0.0617	 0.0362	 0.80	 0.041
1632	188.9000865	+12.5628642	 61.194	22.825	22.762	24.070	24.031	 0.0272	 0.0267	 1.00	 0.041
1632	188.9325405	+12.5504213	 61.479	22.446	22.434	23.278	23.340	 0.0528	 0.0532	 1.00	 0.041
1632	188.9216867	+12.5397514	 61.483	24.145	24.081	25.204	25.191	 0.0312	 0.0309	 0.96	 0.041
1632	188.9194455	+12.5726836	 61.665	21.248	21.205	22.276	22.248	 0.0232	 0.0239	 1.00	 0.041
1632	188.8994628	+12.5617605	 61.732	22.061	22.031	23.183	23.154	 0.0317	 0.0284	 1.00	 0.041
1632	188.9325060	+12.5500944	 61.739	21.814	21.808	22.793	22.806	 0.0426	 0.0376	 1.00	 0.041
1632	188.9105975	+12.5395512	 61.780	21.801	21.782	22.677	22.692	 0.0338	 0.0394	 1.00	 0.041
1632	188.9151099	+12.5387142	 61.908	23.929	23.875	24.858	24.815	 0.0172	 0.0241	 0.95	 0.041
1632	188.9029549	+12.5441564	 62.266	21.695	21.755	23.027	23.061	 0.0471	 0.0426	 1.00	 0.041
1632	188.9200988	+12.5727722	 62.483	24.000	23.993	25.783	25.757	 0.0338	 0.0150	 0.97	 0.041
1632	188.9208054	+12.5391785	 62.517	22.238	22.226	23.725	23.727	 0.0338	 0.0321	 1.00	 0.041
1632	188.9003286	+12.5475819	 62.589	22.323	22.318	23.881	23.842	 0.0397	 0.0362	 1.00	 0.041
1632	188.9075483	+12.5712655	 62.754	22.560	22.526	24.158	24.157	 0.0263	 0.0227	 1.00	 0.041
1632	188.9117576	+12.5388539	 63.090	21.862	21.862	22.906	22.902	 0.0365	 0.0381	 1.00	 0.041
1632	188.9316085	+12.5645758	 63.230	22.580	22.539	23.369	23.344	 0.0325	 0.0362	 1.00	 0.041
1632	188.9331539	+12.5612022	 63.358	22.308	22.294	23.110	23.103	 0.0382	 0.0391	 1.00	 0.041
1632	188.9309836	+12.5461416	 63.377	22.111	22.056	23.489	23.460	 0.0193	 0.0226	 1.00	 0.041
1632	188.9293843	+12.5440970	 63.448	22.844	22.805	24.079	24.064	 0.0316	 0.0282	 1.00	 0.041
1632	188.9111146	+12.5387227	 64.128	22.025	21.967	23.377	23.344	 0.0317	 0.0247	 1.00	 0.041
1632	188.9202551	+12.5385535	 64.199	23.232	23.178	24.185	24.162	 0.0338	 0.0252	 0.99	 0.041
1632	188.9202220	+12.5384312	 64.578	22.548	23.032	23.232	23.280	 0.1342	 0.0482	 0.57	 0.041
1632	188.9290622	+12.5431862	 64.877	23.246	23.178	24.283	24.259	 0.0262	 0.0216	 0.99	 0.041
1632	188.9332548	+12.5495311	 64.907	21.579	21.564	22.501	22.486	 0.0327	 0.0306	 1.00	 0.041
